Model,Step,Method,Bin_ID,Feature_Value
124M,24000,Random,19,1.3534572124481201
124M,24000,Random,20,1.346172571182251
124M,24000,Random,21,1.3317036628723145
124M,24000,Random,22,1.3334009647369385
124M,24000,Random,23,1.3529977798461914
124M,24000,Random,24,1.346771240234375
124M,24000,Random,25,1.3423030376434326
124M,24000,Random,26,1.3882099390029907
124M,24000,Random,27,1.3608726263046265
124M,24000,Random,28,1.3751556873321533
124M,24000,Random,29,1.3876292705535889
124M,24000,Random,30,1.3401991128921509
124M,24000,Random,31,1.3746551275253296
124M,24000,Random,32,1.3555395603179932
124M,24000,Random,33,1.3428422212600708
124M,24000,Random,34,1.3232619762420654
124M,24000,Random,35,1.3337008953094482
124M,24000,Random,36,1.3825677633285522
124M,24000,Random,37,1.3739209175109863
124M,24000,Random,38,1.3615236282348633
124M,24000,Random,39,1.369206428527832
124M,24000,Random,40,1.3592151403427124
124M,24000,Random,41,1.4074634313583374
124M,24000,Random,42,1.3605901002883911
124M,24000,Random,43,1.369422435760498
124M,24000,Random,44,1.3280528783798218
124M,24500,Global,-1,311.4551086425781
124M,24500,Frequency,0,2.4495959281921387
124M,24500,Frequency,1,2.36700701713562
124M,24500,Frequency,2,2.284430980682373
124M,24500,Frequency,3,2.2094521522521973
124M,24500,Frequency,4,2.133235454559326
124M,24500,Frequency,5,2.0703113079071045
124M,24500,Frequency,6,2.0026867389678955
124M,24500,Frequency,7,1.937504529953003
124M,24500,Frequency,8,1.8748242855072021
124M,24500,Frequency,9,1.8164522647857666
124M,24500,Frequency,10,1.7681609392166138
124M,24500,Frequency,11,1.7236993312835693
124M,24500,Frequency,12,1.6637872457504272
124M,24500,Frequency,13,1.620553970336914
124M,24500,Frequency,14,1.5626128911972046
124M,24500,Frequency,15,1.546741008758545
124M,24500,Frequency,16,1.504123330116272
124M,24500,Frequency,17,1.46882164478302
124M,24500,Frequency,18,1.416383147239685
124M,24500,Frequency,19,1.4033839702606201
124M,24500,Frequency,20,1.365173101425171
124M,24500,Frequency,21,1.3160053491592407
124M,24500,Frequency,22,1.3127187490463257
124M,24500,Frequency,23,1.2704756259918213
124M,24500,Frequency,24,1.2387937307357788
124M,24500,Frequency,25,1.211154580116272
124M,24500,Frequency,26,1.186680555343628
124M,24500,Frequency,27,1.1569538116455078
124M,24500,Frequency,28,1.1308085918426514
124M,24500,Frequency,29,1.098475456237793
124M,24500,Frequency,30,1.071502923965454
124M,24500,Frequency,31,1.0301263332366943
124M,24500,Frequency,32,1.0096858739852905
124M,24500,Frequency,33,0.9618000388145447
124M,24500,Frequency,34,0.9272944331169128
124M,24500,Frequency,35,0.8884263634681702
124M,24500,Frequency,36,0.848353385925293
124M,24500,Frequency,37,0.7948810458183289
124M,24500,Frequency,38,0.7551253437995911
124M,24500,Frequency,39,0.69870525598526
124M,24500,Frequency,40,0.655449390411377
124M,24500,Frequency,41,0.6188911199569702
124M,24500,Frequency,42,0.5927954316139221
124M,24500,Frequency,43,0.573348343372345
124M,24500,Frequency,44,0.5691440105438232
124M,24500,Random,0,1.359245777130127
124M,24500,Random,1,1.4004660844802856
124M,24500,Random,2,1.3912441730499268
124M,24500,Random,3,1.3541556596755981
124M,24500,Random,4,1.3750338554382324
124M,24500,Random,5,1.3482866287231445
124M,24500,Random,6,1.3575679063796997
124M,24500,Random,7,1.3693543672561646
124M,24500,Random,8,1.3887971639633179
124M,24500,Random,9,1.3826168775558472
124M,24500,Random,10,1.3907078504562378
124M,24500,Random,11,1.3759546279907227
124M,24500,Random,12,1.3655550479888916
124M,24500,Random,13,1.385721206665039
124M,24500,Random,14,1.3665883541107178
124M,24500,Random,15,1.3803284168243408
124M,24500,Random,16,1.3556015491485596
124M,24500,Random,17,1.3736716508865356
124M,24500,Random,18,1.3605775833129883
124M,24500,Random,19,1.3651896715164185
124M,24500,Random,20,1.3576420545578003
124M,24500,Random,21,1.3436964750289917
124M,24500,Random,22,1.344659686088562
124M,24500,Random,23,1.3645284175872803
124M,24500,Random,24,1.3575388193130493
124M,24500,Random,25,1.353080153465271
124M,24500,Random,26,1.401222586631775
124M,24500,Random,27,1.3726096153259277
124M,24500,Random,28,1.3867771625518799
124M,24500,Random,29,1.3993897438049316
124M,24500,Random,30,1.3527419567108154
124M,24500,Random,31,1.3866654634475708
124M,24500,Random,32,1.3663878440856934
124M,24500,Random,33,1.3541079759597778
124M,24500,Random,34,1.3342348337173462
124M,24500,Random,35,1.3451842069625854
124M,24500,Random,36,1.3943264484405518
124M,24500,Random,37,1.385439157485962
124M,24500,Random,38,1.3730578422546387
124M,24500,Random,39,1.3809254169464111
124M,24500,Random,40,1.3707319498062134
124M,24500,Random,41,1.4202780723571777
124M,24500,Random,42,1.3725528717041016
124M,24500,Random,43,1.3814493417739868
124M,24500,Random,44,1.3382229804992676
124M,25000,Global,-1,314.16357421875
124M,25000,Frequency,0,2.4706037044525146
124M,25000,Frequency,1,2.3895394802093506
124M,25000,Frequency,2,2.3056180477142334
124M,25000,Frequency,3,2.2317636013031006
124M,25000,Frequency,4,2.1534862518310547
124M,25000,Frequency,5,2.0900068283081055
124M,25000,Frequency,6,2.0210719108581543
124M,25000,Frequency,7,1.9558274745941162
124M,25000,Frequency,8,1.8928521871566772
124M,25000,Frequency,9,1.8340198993682861
124M,25000,Frequency,10,1.784008264541626
124M,25000,Frequency,11,1.7389471530914307
124M,25000,Frequency,12,1.6790508031845093
124M,25000,Frequency,13,1.6362115144729614
124M,25000,Frequency,14,1.5763733386993408
124M,25000,Frequency,15,1.5608983039855957
124M,25000,Frequency,16,1.517764925956726
124M,25000,Frequency,17,1.4816913604736328
124M,25000,Frequency,18,1.4290413856506348
124M,25000,Frequency,19,1.4159172773361206
124M,25000,Frequency,20,1.3776006698608398
124M,25000,Frequency,21,1.3278272151947021
124M,25000,Frequency,22,1.3234978914260864
124M,25000,Frequency,23,1.281625747680664
124M,25000,Frequency,24,1.249448299407959
124M,25000,Frequency,25,1.2215371131896973
124M,25000,Frequency,26,1.1964237689971924
124M,25000,Frequency,27,1.1664340496063232
124M,25000,Frequency,28,1.1398793458938599
124M,25000,Frequency,29,1.1070032119750977
124M,25000,Frequency,30,1.0805310010910034
124M,25000,Frequency,31,1.0377156734466553
124M,25000,Frequency,32,1.0168488025665283
124M,25000,Frequency,33,0.9686405658721924
124M,25000,Frequency,34,0.9338982701301575
124M,25000,Frequency,35,0.893541693687439
124M,25000,Frequency,36,0.8528746962547302
124M,25000,Frequency,37,0.7996405959129333
124M,25000,Frequency,38,0.7589738965034485
124M,25000,Frequency,39,0.7014932632446289
124M,25000,Frequency,40,0.6574733853340149
124M,25000,Frequency,41,0.620445191860199
124M,25000,Frequency,42,0.5936951637268066
124M,25000,Frequency,43,0.5737981200218201
124M,25000,Frequency,44,0.5694180130958557
124M,25000,Random,0,1.3710638284683228
124M,25000,Random,1,1.41292142868042
124M,25000,Random,2,1.4030649662017822
124M,25000,Random,3,1.365108847618103
124M,25000,Random,4,1.3869673013687134
124M,25000,Random,5,1.3597137928009033
124M,25000,Random,6,1.3692270517349243
124M,25000,Random,7,1.3805817365646362
124M,25000,Random,8,1.3997730016708374
124M,25000,Random,9,1.3940383195877075
124M,25000,Random,10,1.403382420539856
124M,25000,Random,11,1.3877208232879639
124M,25000,Random,12,1.3766288757324219
124M,25000,Random,13,1.3972493410110474
124M,25000,Random,14,1.3781063556671143
124M,25000,Random,15,1.3919140100479126
124M,25000,Random,16,1.3666136264801025
124M,25000,Random,17,1.3848456144332886
124M,25000,Random,18,1.3711286783218384
124M,25000,Random,19,1.375994086265564
124M,25000,Random,20,1.3692200183868408
124M,25000,Random,21,1.3541194200515747
124M,25000,Random,22,1.3557748794555664
124M,25000,Random,23,1.3760713338851929
124M,25000,Random,24,1.3689796924591064
124M,25000,Random,25,1.3644134998321533
124M,25000,Random,26,1.4132790565490723
124M,25000,Random,27,1.384075403213501
124M,25000,Random,28,1.398667335510254
124M,25000,Random,29,1.4116874933242798
124M,25000,Random,30,1.3640682697296143
124M,25000,Random,31,1.3985973596572876
124M,25000,Random,32,1.3779057264328003
124M,25000,Random,33,1.3653671741485596
124M,25000,Random,34,1.344925045967102
124M,25000,Random,35,1.355968713760376
124M,25000,Random,36,1.4056808948516846
124M,25000,Random,37,1.396820306777954
124M,25000,Random,38,1.38466215133667
124M,25000,Random,39,1.3926267623901367
124M,25000,Random,40,1.3826416730880737
124M,25000,Random,41,1.4324896335601807
124M,25000,Random,42,1.3842275142669678
124M,25000,Random,43,1.3928724527359009
124M,25000,Random,44,1.3499666452407837
124M,25500,Global,-1,316.8911437988281
124M,25500,Frequency,0,2.4933207035064697
124M,25500,Frequency,1,2.4118571281433105
124M,25500,Frequency,2,2.326669216156006
124M,25500,Frequency,3,2.252429962158203
124M,25500,Frequency,4,2.173886775970459
124M,25500,Frequency,5,2.1096794605255127
124M,25500,Frequency,6,2.04006290435791
124M,25500,Frequency,7,1.9742581844329834
124M,25500,Frequency,8,1.9103626012802124
124M,25500,Frequency,9,1.8516156673431396
124M,25500,Frequency,10,1.8005073070526123
124M,25500,Frequency,11,1.7543009519577026
124M,25500,Frequency,12,1.69497811794281
124M,25500,Frequency,13,1.6514172554016113
124M,25500,Frequency,14,1.590675711631775
124M,25500,Frequency,15,1.5754655599594116
124M,25500,Frequency,16,1.5317299365997314
124M,25500,Frequency,17,1.4957139492034912
124M,25500,Frequency,18,1.4413385391235352
124M,25500,Frequency,19,1.428030014038086
124M,25500,Frequency,20,1.3892475366592407
124M,25500,Frequency,21,1.3398830890655518
124M,25500,Frequency,22,1.3353896141052246
124M,25500,Frequency,23,1.2925300598144531
124M,25500,Frequency,24,1.2601425647735596
124M,25500,Frequency,25,1.2312877178192139
124M,25500,Frequency,26,1.2062722444534302
124M,25500,Frequency,27,1.1757550239562988
124M,25500,Frequency,28,1.1491644382476807
124M,25500,Frequency,29,1.1153544187545776
124M,25500,Frequency,30,1.088854193687439
124M,25500,Frequency,31,1.0448784828186035
124M,25500,Frequency,32,1.024176836013794
124M,25500,Frequency,33,0.9756126999855042
124M,25500,Frequency,34,0.940525233745575
124M,25500,Frequency,35,0.900114893913269
124M,25500,Frequency,36,0.8578411340713501
124M,25500,Frequency,37,0.8043915033340454
124M,25500,Frequency,38,0.7626088857650757
124M,25500,Frequency,39,0.7051807045936584
124M,25500,Frequency,40,0.6596536636352539
124M,25500,Frequency,41,0.6219995021820068
124M,25500,Frequency,42,0.5945687890052795
124M,25500,Frequency,43,0.5741434693336487
124M,25500,Frequency,44,0.5697923302650452
124M,25500,Random,0,1.3822858333587646
124M,25500,Random,1,1.4246045351028442
124M,25500,Random,2,1.4137877225875854
124M,25500,Random,3,1.376238226890564
124M,25500,Random,4,1.3985391855239868
124M,25500,Random,5,1.3713728189468384
124M,25500,Random,6,1.380345106124878
124M,25500,Random,7,1.39183509349823
124M,25500,Random,8,1.4110974073410034
124M,25500,Random,9,1.4064425230026245
124M,25500,Random,10,1.4156239032745361
124M,25500,Random,11,1.399533748626709
124M,25500,Random,12,1.388678789138794
124M,25500,Random,13,1.4094653129577637
124M,25500,Random,14,1.3890315294265747
124M,25500,Random,15,1.4039641618728638
124M,25500,Random,16,1.3778996467590332
124M,25500,Random,17,1.3963721990585327
124M,25500,Random,18,1.3827919960021973
124M,25500,Random,19,1.3869946002960205
124M,25500,Random,20,1.3802660703659058
124M,25500,Random,21,1.3656224012374878
124M,25500,Random,22,1.3667185306549072
124M,25500,Random,23,1.3878079652786255
124M,25500,Random,24,1.3801932334899902
124M,25500,Random,25,1.3759046792984009
124M,25500,Random,26,1.4251911640167236
124M,25500,Random,27,1.3959599733352661
124M,25500,Random,28,1.41099214553833
124M,25500,Random,29,1.4236915111541748
124M,25500,Random,30,1.3757506608963013
124M,25500,Random,31,1.410349726676941
124M,25500,Random,32,1.3883477449417114
124M,25500,Random,33,1.3764103651046753
124M,25500,Random,34,1.3564906120300293
124M,25500,Random,35,1.3677417039871216
124M,25500,Random,36,1.417489767074585
124M,25500,Random,37,1.408315658569336
124M,25500,Random,38,1.396720290184021
124M,25500,Random,39,1.404744267463684
124M,25500,Random,40,1.3939205408096313
124M,25500,Random,41,1.445265293121338
124M,25500,Random,42,1.3956010341644287
124M,25500,Random,43,1.40446138381958
124M,25500,Random,44,1.3610141277313232
124M,26000,Global,-1,319.5833435058594
124M,26000,Frequency,0,2.5151731967926025
124M,26000,Frequency,1,2.434000253677368
124M,26000,Frequency,2,2.3468692302703857
124M,26000,Frequency,3,2.2735378742218018
124M,26000,Frequency,4,2.1935856342315674
124M,26000,Frequency,5,2.12919282913208
124M,26000,Frequency,6,2.0583608150482178
124M,26000,Frequency,7,1.9925776720046997
124M,26000,Frequency,8,1.9285097122192383
124M,26000,Frequency,9,1.8684664964675903
124M,26000,Frequency,10,1.8168028593063354
124M,26000,Frequency,11,1.7713390588760376
124M,26000,Frequency,12,1.7114330530166626
124M,26000,Frequency,13,1.6662917137145996
124M,26000,Frequency,14,1.6042544841766357
124M,26000,Frequency,15,1.5890904664993286
124M,26000,Frequency,16,1.5453150272369385
124M,26000,Frequency,17,1.5081043243408203
124M,26000,Frequency,18,1.4535975456237793
124M,26000,Frequency,19,1.440872073173523
124M,26000,Frequency,20,1.4017568826675415
124M,26000,Frequency,21,1.3508169651031494
124M,26000,Frequency,22,1.347127914428711
124M,26000,Frequency,23,1.3035175800323486
124M,26000,Frequency,24,1.2702723741531372
124M,26000,Frequency,25,1.241271734237671
124M,26000,Frequency,26,1.2154957056045532
124M,26000,Frequency,27,1.1848645210266113
124M,26000,Frequency,28,1.1582560539245605
124M,26000,Frequency,29,1.1237810850143433
124M,26000,Frequency,30,1.0972416400909424
124M,26000,Frequency,31,1.0527098178863525
124M,26000,Frequency,32,1.0320913791656494
124M,26000,Frequency,33,0.9822416305541992
124M,26000,Frequency,34,0.9466581344604492
124M,26000,Frequency,35,0.9055838584899902
124M,26000,Frequency,36,0.8628782629966736
124M,26000,Frequency,37,0.8084588646888733
124M,26000,Frequency,38,0.7658235430717468
124M,26000,Frequency,39,0.7085543274879456
124M,26000,Frequency,40,0.6615779995918274
124M,26000,Frequency,41,0.623435914516449
124M,26000,Frequency,42,0.5954321026802063
124M,26000,Frequency,43,0.5746119022369385
124M,26000,Frequency,44,0.5701830387115479
124M,26000,Random,0,1.3931844234466553
124M,26000,Random,1,1.4366260766983032
124M,26000,Random,2,1.425750732421875
124M,26000,Random,3,1.3873428106307983
124M,26000,Random,4,1.410122036933899
124M,26000,Random,5,1.3822717666625977
124M,26000,Random,6,1.3920557498931885
124M,26000,Random,7,1.4027879238128662
124M,26000,Random,8,1.4222055673599243
124M,26000,Random,9,1.4179471731185913
124M,26000,Random,10,1.4271411895751953
124M,26000,Random,11,1.4106301069259644
124M,26000,Random,12,1.3995689153671265
124M,26000,Random,13,1.4213138818740845
124M,26000,Random,14,1.4002532958984375
124M,26000,Random,15,1.4152157306671143
124M,26000,Random,16,1.3890578746795654
124M,26000,Random,17,1.4078418016433716
124M,26000,Random,18,1.3938825130462646
124M,26000,Random,19,1.3985306024551392
124M,26000,Random,20,1.3914850950241089
124M,26000,Random,21,1.3765133619308472
124M,26000,Random,22,1.3774222135543823
124M,26000,Random,23,1.3991332054138184
124M,26000,Random,24,1.3911304473876953
124M,26000,Random,25,1.3877371549606323
124M,26000,Random,26,1.437723994255066
124M,26000,Random,27,1.4078638553619385
124M,26000,Random,28,1.4226174354553223
124M,26000,Random,29,1.4361019134521484
124M,26000,Random,30,1.3871577978134155
124M,26000,Random,31,1.4213318824768066
124M,26000,Random,32,1.3999547958374023
124M,26000,Random,33,1.3879857063293457
124M,26000,Random,34,1.3677529096603394
124M,26000,Random,35,1.3787273168563843
124M,26000,Random,36,1.429468035697937
124M,26000,Random,37,1.4184626340866089
124M,26000,Random,38,1.407895565032959
124M,26000,Random,39,1.4161136150360107
124M,26000,Random,40,1.4053821563720703
124M,26000,Random,41,1.457234263420105
124M,26000,Random,42,1.4071420431137085
124M,26000,Random,43,1.4159585237503052
124M,26000,Random,44,1.3726310729980469
124M,26500,Global,-1,322.281005859375
124M,26500,Frequency,0,2.5382401943206787
124M,26500,Frequency,1,2.455380916595459
124M,26500,Frequency,2,2.3682303428649902
124M,26500,Frequency,3,2.2944159507751465
124M,26500,Frequency,4,2.2135891914367676
124M,26500,Frequency,5,2.1477081775665283
124M,26500,Frequency,6,2.077016830444336
124M,26500,Frequency,7,2.0112946033477783
124M,26500,Frequency,8,1.9459139108657837
124M,26500,Frequency,9,1.8853121995925903
124M,26500,Frequency,10,1.8331189155578613
124M,26500,Frequency,11,1.7876033782958984
124M,26500,Frequency,12,1.7266796827316284
124M,26500,Frequency,13,1.6813303232192993
124M,26500,Frequency,14,1.6184970140457153
124M,26500,Frequency,15,1.6026453971862793
124M,26500,Frequency,16,1.5591318607330322
124M,26500,Frequency,17,1.5211280584335327
124M,26500,Frequency,18,1.4665876626968384
124M,26500,Frequency,19,1.453240990638733
124M,26500,Frequency,20,1.4137197732925415
124M,26500,Frequency,21,1.3625963926315308
124M,26500,Frequency,22,1.358060359954834
124M,26500,Frequency,23,1.3138213157653809
124M,26500,Frequency,24,1.2807600498199463
124M,26500,Frequency,25,1.251551866531372
124M,26500,Frequency,26,1.22450852394104
124M,26500,Frequency,27,1.1939448118209839
124M,26500,Frequency,28,1.167534351348877
124M,26500,Frequency,29,1.1324161291122437
124M,26500,Frequency,30,1.1050657033920288
124M,26500,Frequency,31,1.0602518320083618
