token_id,token_str,count,log_count
282,al,38091,4.580822374309177
1201, since,37778,4.577238962268839
2258, North,37663,4.57591491025193
805,man,37661,4.575891847510599
2060, single,37653,4.575799584296102
3035, April,37483,4.573834342922927
2805, March,37238,4.570986347596933
481, will,36996,4.568154770774133
1971, York,36983,4.568002137504615
1367, 11,36846,4.566390347765812
866, down,36758,4.565351873426987
900, set,36554,4.562934907501182
68,e,36312,4.560050169734793
1175, war,36173,4.558384528375029
1588, large,36052,4.556929362394441
2095, character,36022,4.556567821888585
1364, left,35727,4.552996549979495
1511, 13,35707,4.552753363545444
5856, During,35674,4.552351807979569
3426, December,35329,4.548131344747943
292,as,35297,4.547737794939886
2233, due,35104,4.545356605894617
2826, played,35003,4.544105267996305
881, much,34944,4.543372616688624
666,ian,34941,4.5433353301909065
2457, final,34917,4.543036922908255
611, if,34873,4.542489309790742
1194, another,34858,4.542302465565677
3269, January,34773,4.5412421605492845
3017, included,34765,4.541142233721635
76,m,34540,4.53832233323144
1912, based,34530,4.538196578349455
5093, north,34475,4.537504274847888
644, what,34472,4.537466481080311
1295, place,34410,4.53668467262093
1478, 14,34403,4.536596315438891
1448, group,34351,4.535939384427896
1080, system,34227,4.534368834850907
2630, wrote,34221,4.534292696266928
2368, third,34175,4.53370852323986
1438, name,33957,4.5309293146403204
1649, When,33936,4.530660651172487
2520, South,33842,4.52945602113109
1627, line,33656,4.52706249900894
1230, government,33588,4.526184144513787
1839, won,33577,4.526041890680879
4097, band,33413,4.523915470698113
291,ic,33302,4.522470316475722
1542, 30,33136,4.520300081549378
1363, home,32945,4.517789511883556
4074, ship,32882,4.516958225003899
898, own,32731,4.514959274108723
3417, described,32697,4.51450790730204
440, O,32652,4.513909787827383
2957, led,32624,4.513537208434065
1641, family,32584,4.513004397077942
2644, ...,32525,4.512217305233624
655, just,32501,4.511896723680431
2237, six,32460,4.511348515490213
3706, named,32241,4.508408503596661
2750, By,31933,4.504239720989899
1474, near,31751,4.501757407978948
783, now,31544,4.498916764065167
1830, games,31324,4.495877215295425
564, �,31212,4.494321598243498
302, re,31120,4.493039588317651
1700, record,31067,4.492299317421358
787, make,31026,4.491725788155714
845, very,31006,4.491445742697271
273,or,30984,4.491137483978027
883, those,30921,4.490253530765665
1266, best,30903,4.490000641890952
264, s,30845,4.489184774579998
1388, main,30839,4.48910028696896
3945, February,30753,4.487887488238088
991, still,30691,4.487011039210792
1306, next,30552,4.485039645365261
4693, species,30543,4.484911692165641
995, world,30448,4.483558770942945
1450, men,30429,4.483287680205094
2679, German,30420,4.4831592097169795
938, last,30239,4.480567425001693
1402, small,30218,4.480265716862462
50,S,30157,4.47938813599586
2656, original,29985,4.476904053173798
2351, National,29927,4.476063183637832
1918, death,29861,4.475104347501863
396,ist,29848,4.474915236032773
5366, south,29741,4.47335556698286
1626, within,29707,4.472858796225402
390, de,29647,4.471980753370996
3170, built,29552,4.470586878096166
2714, held,29552,4.470586878096166
1802, 100,29544,4.470469294642922
711, play,29485,4.469601132113826
2399, His,29459,4.469218000420631
2650, release,29440,4.468937805665461
3050, 2010,29437,4.468893547858615
3584, although,29390,4.468199586072613
1688, major,29325,4.467238020787567
544,ia,29270,4.466422722433792
4141, French,29253,4.466170411157883
1318, There,29101,4.463907912938484
1439, All,29100,4.463892988985907
2739, late,29072,4.463474909963959
2008, video,29055,4.463220879774792
757, again,28910,4.461048091670658
1660, water,28872,4.460476869051451
2597, role,28724,4.458244918055132
1528, days,28528,4.455271325831279
1636,ley,28364,4.452767476702499
306,ly,28250,4.451018452155457
466, do,28195,4.450172098924372
2872, match,28181,4.4499563999435425
678, 19,28108,4.448829944865182
835, way,28097,4.448659951470931
2158, however,28090,4.448551739201578
301,st,28064,4.4481495716859465
84,u,28045,4.447855444345535
293,le,28020,4.447468130949756
1353, top,27951,4.446397350208595
3648, 2008,27911,4.445775396743086
494,ie,27848,4.444794010276232
3717, 2009,27776,4.443669703496398
345, you,27604,4.440972018733961
1735, side,27598,4.4408776103102925
89,z,27588,4.440720217316904
1866, members,27550,4.440121603187804
3767, continued,27436,4.438320794186449
1690, often,27415,4.4379882502195
1524, school,27335,4.436719078227576
2813, 2011,27302,4.436194462320936
1625, came,27280,4.435844365984441
772, even,27194,4.43447309321308
1171, public,27136,4.4335458305766196
1679, 25,27016,4.431621047627355
1621, story,26891,4.429606952703283
1222, &,26818,4.428426386440588
4492, England,26811,4.428313012654368
1114, For,26570,4.424391554410278
2688, West,26559,4.424211718939285
265,at,26345,4.420698202908807
74,k,26313,4.420170365728069
3177, considered,26270,4.4194600727860704
1966, former,26231,4.418814847441422
2252, further,26213,4.418516727504681
4343, 2007,26199,4.418284714878135
1296, form,26185,4.418052578237504
3451, career,26148,4.4174384762938805
418,os,26146,4.417405256843686
1957, local,26126,4.417072922513188
1881, One,26113,4.416856768743732
3227, production,26031,4.415490852171469
1492, book,26008,4.41510695648807
1176, power,25865,4.412712482745102
1719, having,25810,4.411788004543869
2254, City,25791,4.411468181457918
75,l,25790,4.411451342137937
6388, storm,25728,4.410406027068357
3594, English,25663,4.409307423951978
1178, few,25561,4.407577840330906
3888, moved,25519,4.406863651906843
7627, east,25508,4.406676408315217
2873, II,25501,4.406557211256173
2278, period,25459,4.405841341068969
583, per,25392,4.404696909410773
1231, without,25378,4.404457393046749
7421, west,25351,4.403995095263681
4900, Although,25346,4.403909430533359
356, we,25314,4.403360775765525
2137, player,25238,4.402054936016676
1011, take,25227,4.401865607199611
2321, 2012,25223,4.401796739888164
1716, become,25204,4.4014694709430895
1180, different,25183,4.401107465479456
2106, history,25151,4.400555257218906
2196, version,25131,4.4002097701620615
2063, half,25125,4.400106070428546
1104, support,25118,4.399985056102451
3576, London,24876,4.395780548141485
1871, among,24728,4.393188992055249
71,h,24710,4.392872745402079
1400, No,24611,4.391129260417903
260,re,24605,4.3910233693700995
3194, written,24529,4.389679843219249
996, though,24277,4.38519501831988
1052, An,24247,4.384658012462279
2677, King,24133,4.38261131289349
81,r,24124,4.382449319798916
417,el,24061,4.381313673105942
582, man,24047,4.381060903382891
1813, given,23889,4.3781979704459175
2059, University,23739,4.375462420447172
2921, gave,23732,4.375334339665416
966, point,23726,4.3752245260658
77,n,23667,4.3741432107800255
2893, While,23561,4.372193719275734
1633, air,23557,4.372119981938335
4504, returned,23485,4.370790564519268
5866, River,23409,4.369382861635198
2310, 21,23354,4.368361275872149
321,am,23331,4.367933353674787
1468, old,23246,4.366348233467718
1664, company,23231,4.366067904812481
1816, went,23213,4.365731271401678
289, h,23183,4.365169635214382
2292, position,23165,4.364832304539174
3199, published,23089,4.363405123740625
1085, lead,23064,4.362934629380152
4635, produced,22973,4.361217712581682
1502, order,22954,4.360858377304964
1790, short,22933,4.360460871050178
4793, 2006,22847,4.3588291816933245
1987, 24,22820,4.358315640082196
316,et,22808,4.358087204301404
1368, attack,22801,4.3579538945863385
2626, lost,22798,4.357896749322294
5081, stated,22797,4.3578776992298724
3240, town,22714,4.356293621448165
2291, include,22543,4.353011711033453
70,g,22441,4.351042205739445
65,b,22415,4.3505387432018106
6264, recorded,22380,4.349860082192332
2615, building,22318,4.348655273245765
1956, land,22279,4.347895693493232
2092, similar,22252,4.347369051268791
609, Ch,22221,4.346763599371257
3386, forces,22218,4.346704962433086
1499, country,22168,4.345726512774175
7937, ships,22106,4.344510165686533
1262, using,22074,4.343881038214771
1239, never,22052,4.3434479838072315
4784, According,22036,4.343132763701284
2854, performance,21976,4.341948646412505
354,ch,21952,4.341474094026657
2139, service,21940,4.341236623238692
2312, These,21891,4.34026560097233
1661, times,21862,4.339689889966477
1642, making,21821,4.338874649301381
1182, head,21813,4.338715399363528
6215, aircraft,21730,4.337059726320525
2241, himself,21703,4.336519770410416
2211, 2013,21681,4.336079309437668
2422, military,21656,4.33557824276245
4505, Australia,21611,4.334674863340148
515,ated,21610,4.334654766883241
1398, class,21565,4.33374946248197
7259, songs,21453,4.331488032760532
2472, total,21356,4.329519912185871
2610, track,21267,4.327706231071694
703, how,21217,4.326683976381879
3611, General,21196,4.326253910842292
2988, father,21186,4.326048967946741
1057, run,21175,4.325823419002744
1812, State,21141,4.32512552621693
826, right,21032,4.322880573098306
3430, club,21003,4.322281332371608
1168, Z,20982,4.321846882692888
1342, less,20971,4.321619140247275
3700, James,20970,4.321598430465344
2046, fire,20906,4.320270946059832
1630, control,20839,4.318876874660981
2478, development,20778,4.317603741933104
10117, ft,20771,4.317457405732373
2026, 50,20752,4.317059958740005
247,�,20747,4.316955306945021
6150, remained,20729,4.316578351541171
3435, characters,20670,4.315340476627288
5407, Army,20660,4.315130317183602
500,ine,20646,4.314835923004574
3977, William,20622,4.3143307825208685
2534, 22,20588,4.313614159578132
1933, months,20581,4.313466472658235
1255, result,20550,4.312811826212088
3724, died,20526,4.312304324568706
1285, week,20465,4.311011748981288
4166, developed,20458,4.310863174272544
3670, title,20440,4.310480891462675
2156, house,20279,4.307046535218019
2180, previous,20269,4.306832322684375
1751, children,20231,4.306017350084118
4041, League,20228,4.305952944960507
324,ad,20123,4.303692727195117
67,d,20089,4.3029583187646265
1973, across,20017,4.301398989173564
1122,ton,19959,4.300138778165712
1497, away,19950,4.299942900022767
3344, battle,19915,4.299180310745347
2098, reported,19881,4.298438225310759
2700, force,19869,4.298176009766551
7458, Division,19814,4.296972158656532
2936, felt,19749,4.295545109811742
1592, win,19729,4.295105072809808
2253, America,19692,4.294289827100718
4367, noted,19644,4.293229925459566
922, good,19612,4.292521884574141
3367, son,19581,4.2918348674156395
3414, announced,19577,4.291746140824206
4251, reached,19561,4.291391053078407
1908, sent,19543,4.290991232025503
2634,é,19536,4.290835646600807
2727, created,19423,4.288316310166292
1877, low,19412,4.288070282643248
3418, County,19411,4.288047909592119
3006, areas,19398,4.287756954995199
256, t,19376,4.287264125798977
1441, return,19355,4.2867931756549735
5581, television,19354,4.286770736714056
1486, design,19290,4.2853322276438846
4960, Japanese,19282,4.285152078525091
2242, 23,19282,4.285152078525091
5075, 2005,19277,4.285039447366519
1042,ism,19111,4.281283412492966
2972, various,19106,4.281169773409736
3250, Park,19102,4.281078840728938
1964, political,19076,4.28048731376183
815, should,19070,4.280350693046006
1049, great,19070,4.280350693046006
3530, Street,19068,4.2803051432550046
1775, seen,19056,4.280031744138702
3940, followed,19042,4.279712560820926
2080, With,19030,4.27943878828702
3624, eight,19008,4.2789364233011
388,um,18981,4.278319089178812
1165, too,18977,4.278227557594742
710,ne,18961,4.277861238225117
73,j,18937,4.27731117917403
6157, performed,18922,4.276967038147092
341,ation,18914,4.276783384700269
4983, served,18875,4.275886960301226
3687, East,18874,4.275863950712521
1938, players,18857,4.275472601069419
1946, 2014,18857,4.275472601069419
4502, George,18811,4.274411883425874
978, Al,18775,4.273579945676206
3478, ten,18585,4.269162565431745
3598, seven,18561,4.268601370739663
3918, style,18557,4.268507767747351
2923, killed,18458,4.266184641650907
2975, road,18409,4.265030197723059
3690, throughout,18367,4.26403822599312
2077, taken,18345,4.263517716091966
19690, tropical,18310,4.262688344301696
1498, able,18310,4.262688344301696
444,ies,18239,4.261001023335196
1310, little,18210,4.26030994579492
1336, full,18207,4.2602383922101295
3701, Air,18187,4.2597610667986645
5567, Road,18174,4.2594505237165
1241, level,18082,4.257246464907372
1943, success,18048,4.2564290823032485
2319, 40,18025,4.255875273391466
3597, writing,18014,4.255610158407738
2260, national,17983,4.254862144280603
4920, established,17977,4.254717218423228
4120, appeared,17927,4.253507618482686
2579, 28,17919,4.253313769466734
378,ate,17899,4.252828768040592
8085, mm,17896,4.252755971088574
6638, Australian,17896,4.252755971088574
2173, points,17839,4.251370505496703
5145, !,17835,4.251273113674372
4608, miles,17832,4.251200055472181
1767, body,17811,4.250688303645721
6339, route,17737,4.248880166024286
1807, thought,17723,4.248537237481559
2888, member,17708,4.24816951330681
2681, 27,17665,4.247113641770865
1466, women,17662,4.247039880429746
2837, range,17641,4.246523199966574
313,ot,17632,4.246301577171691
446,ard,17625,4.246129125663436
1004, Le,17608,4.245710029545291
4073, caused,17596,4.245413953304825
2067, started,17593,4.245339902695324
3090, addition,17541,4.244054348556946
3033, features,17537,4.243955301978741
4191, eventually,17483,4.2426159575692655
2968, popular,17415,4.240923478794255
3234, race,17411,4.240823715517665
616, my,17356,4.239449641457174
3066, decided,17349,4.239274447023257
8111, Royal,17330,4.238798562713917
2219, common,17324,4.238648175057805
2042, black,17311,4.238322156375554
1675, To,17276,4.2374431953754605
2276, general,17252,4.236839449473914
3625, feet,17218,4.235982703481839
2702, sold,17213,4.235856568752974
415,ant,17205,4.2356546769569485
2479, age,17196,4.2354274364449696
1978, together,17186,4.235174807456458
2087, added,17181,4.235048437832992
2097, House,17159,4.234491974238988
1944, present,17148,4.234213474838595
2330, white,17116,4.233402277811895
1752, once,17111,4.233275391293944
7042, formed,17097,4.232919911693493
5140, located,17084,4.232589562754787
1044,land,17066,4.2321317412966195
3271, David,17066,4.2321317412966195
1729, non,17026,4.231112629056352
1657, light,17026,4.231112629056352
2608, 26,17025,4.231087120584823
66,c,17020,4.230959555748569
288, d,16993,4.230270057411205
775, We,16992,4.230244499401375
2427, instead,16989,4.230167816346191
911, Sh,16855,4.226728756856991
1755, night,16790,4.225050696138049
2497, saw,16786,4.2249472187770865
2223, action,16742,4.223807337592779
5668, completed,16727,4.223418056905294
270,it,16666,4.221831377489635
2712, playing,16652,4.22146640221474
323,ay,16617,4.220552619866346
343,ir,16578,4.219532135300155
3660, modern,16554,4.218902950862829
5472, 2004,16553,4.218876715052756
3800, stage,16548,4.2187455122234745
3265, population,16481,4.2169835593820935
1099, law,16466,4.2165881110755015
2166, front,16462,4.21648259735246
269, c,16444,4.216007468108312
279, p,16430,4.215637563435061
3899, Michael,16418,4.21532025132993
1593, important,16418,4.21532025132993
2138, rather,16400,4.214843848047698
4429, station,16398,4.214790882076304
4721, opened,16393,4.214658438879918
1923, campaign,16379,4.214287382910401
797, Re,16379,4.214287382910401
1869, Man,16368,4.213995616368085
2157, behind,16365,4.213916009644023
1854, others,16364,4.213889470826336
6541, guns,16292,4.21197440141396
461,ak,16257,4.211040405732053
2107, live,16227,4.210238236161727
69,f,16172,4.2087637326616365
502, me,16170,4.208710019906401
4881, France,16159,4.208414480948481
2524, site,16159,4.208414480948481
1853, 2015,16156,4.20833384449795
2499, works,16145,4.20803804935318
651, get,16138,4.207849711130526
3111, worked,16115,4.207230309848353
312,id,16105,4.2069607291557105
8262, chart,16089,4.206529051682731
1913, strong,16033,4.205014792569004
575, Y,15997,4.204038544805531
4205, tour,15989,4.20382130251655
2151, party,15963,4.203114513644385
2332, Her,15960,4.203032887014711
430,ra,15959,4.203005674728483
1969, close,15942,4.2025428047939215
921, You,15912,4.201724770116379
5103, construction,15909,4.201642881838225
2745, weeks,15870,4.200576926754848
4334, heavy,15861,4.200330565124774
1138, met,15854,4.20013885385738
86,w,15826,4.199371161391491
333,ur,15817,4.199124114623325
6198, originally,15809,4.198904399456732
2402, upon,15774,4.197941836490006
1505,ium,15761,4.197583769035777
8616, Henry,15758,4.197501096143259
1785, event,15756,4.197445972137104
3756, leading,15751,4.197308131503102
2808, 29,15745,4.197142664972563
2048, almost,15714,4.196286748808876
2465, damage,15686,4.195512210674072
790, every,15666,4.194958122206588
79,p,15653,4.1945975852425095
275, b,15641,4.194264516025517
4642, born,15624,4.193792230279798
7781, scored,15624,4.193792230279798
5544, fourth,15613,4.193486359709743
555, un,15592,4.192901826109565
4751, 2000,15564,4.192121222131705
2810, provided,15555,4.191870015444723
6705, Best,15540,4.191451014464896
1339, case,15519,4.190863733128745
296,om,15496,4.190219607711055
1862, young,15485,4.189911209692806
3095, mid,15457,4.189125206925528
540,able,15444,4.188759792952012
3715, scene,15444,4.188759792952012
763, co,15431,4.188394071261428
939, 200,15423,4.188168858586696
346,il,15423,4.188168858586696
3181, brought,15393,4.187323269375047
2214, field,15365,4.186532564592397
1234, put,15336,4.185712099870006
467, go,15325,4.1854004831904525
766, see,15315,4.185117001142592
21504, mi,15311,4.1850035564918056
8096, featured,15310,4.184975190698261
1281, post,15310,4.184975190698261
2773, Some,15294,4.184521085852911
1551, least,15279,4.18409493089584
17,2,15278,4.184066505691661
3142, allowed,15266,4.183725258045579
1762, working,15265,4.18369680863468
2323, ground,15261,4.183582992351017
1683, ever,15242,4.18304195729064
2811, average,15240,4.1829849670035815
5199, Robert,15228,4.18264286814233
3371, towards,15220,4.182414652434554
2227, wanted,15217,4.182329040616706
330,ac,15217,4.182329040616706
829,les,15205,4.181986424480151
5838, Battle,15193,4.181643537839348
308, g,15188,4.18150058846776
3814, region,15188,4.18150058846776
1037, help,15178,4.181214548490415
2669, Washington,15169,4.180956951334075
7849, Music,15131,4.179867631270406
6553, troops,15095,4.178833117359116
4624, placed,15094,4.178804345655379
2035, either,15083,4.178487731047398
2607, office,15067,4.178026788270433
9188, critics,15060,4.177824971864681
857, does,15052,4.177594209647827
1672, example,15000,4.176091259055681
4539, runs,14988,4.175743684421761
5323, 500,14981,4.175540804016768
3961, School,14963,4.175018675936629
2277, hit,14946,4.17452497792015
3656, wife,14929,4.174030718038026
2619, Black,14911,4.173506770208104
2031, Europe,14882,4.1726613002015345
5428, army,14834,4.171258274675775
7945, Despite,14805,4.170408411725318
5816, 2003,14785,4.169821328862136
1334, rest,14770,4.169380495311949
654,ings,14756,4.168968646554766
3819, Other,14751,4.168821463009824
2986, San,14736,4.168379612852774
4143, generally,14722,4.167966813395621
5399, joined,14705,4.167465028843088
2485, gun,14704,4.167435494042036
358,nd,14700,4.1673173347481764
2995, events,14542,4.162624140307846
3776, Game,14528,4.16220583117701
2802, mother,14524,4.162086240240854
4762, believed,14521,4.161996525422445
1395, X,14475,4.160618572399474
14207, Following,14469,4.160438516641545
3141, command,14468,4.1604085000895825
1097, car,14399,4.158332331708981
1280, open,14392,4.158121150337495
85,v,14379,4.157728683711451
2041, special,14372,4.157517208532612
5462, crew,14369,4.15742654478045
2869, Japan,14352,4.156912425700017
5373, victory,14344,4.156670276554126
6928, replaced,14343,4.156639998415452
680,ish,14314,4.155761012877924
3562, designed,14312,4.155700327559317
16462, mph,14309,4.155609283678915
1628, project,14303,4.155427138639798
1992, President,14302,4.155396773704851
3881, rock,14297,4.155244917176186
363,ag,14292,4.155093007530402
3274, First,14289,4.155001836231253
7022, island,14255,4.153967221645479
1024, De,14245,4.153662453575496
266, w,14218,4.152838509892218
2250, hours,14212,4.15265519881729
305,ro,14212,4.15265519881729
3427, European,14203,4.152380087047603
669,ors,14190,4.151982395457474
4930, Two,14170,4.151369850247461
2950, involved,14151,4.150787130965364
5454, Cup,14144,4.150572247668998
3362, Paul,14124,4.149957708891059
1290, far,14122,4.14989620715876
559,au,14095,4.149065080207621
923, start,14091,4.148941814902911
5201, finished,14090,4.148910993109356
1479, free,14066,4.148170613077387
1437,ina,14029,4.147026715222231
2582, soon,13988,4.145755623637207
2282, saying,13975,4.145351816558461
1526, Mar,13968,4.1451342263614945
4388, successful,13946,4.1444496608689
684,ons,13932,4.144013465786198
4756, opening,13928,4.1438887581092745
3437, director,13864,4.14188854970586
4387, largest,13807,4.1400993248507945
1744, possible,13784,4.139375264439972
12763, highway,13768,4.138870857319504
2431, minutes,13766,4.138807765217715
18956, Route,13765,4.138776215729349
397,ab,13743,4.138081546495746
662, pre,13722,4.137417414990392
1429, process,13713,4.137132476008993
4511, highest,13710,4.137037454789513
8372, southern,13701,4.136752266326663
2961, earlier,13699,4.136688865672258
3574, From,13694,4.1365303235313
7317, initially,13684,4.136213065513025
5878, 2001,13683,4.1361813269606005
435, al,13682,4.136149586088531
602,ations,13671,4.135800283302111
1695, available,13669,4.135736743509474
3573, particularly,13665,4.135609636028679
1417,ised,13643,4.134909879131878
3047, training,13626,4.134368384603379
2185, Me,13626,4.134368384603379
1103, real,13613,4.133953844517957
